date,campaign_id,channel,campaign_type,region,device,impressions,clicks,conversions,cost,revenue,ctr,conversion_rate,roi
2024-02-16,101569,Google Search,Brand,West,Desktop,18555,749,8,58237.66,3101.3,0.0404,0.0107,-0.9467
2024-08-02,101570,Instagram Ads,Performance,North,Desktop,36604,1303,114,26552.57,18478.26,0.0356,0.0875,-0.3041
2024-06-25,101571,Display,Remarketing,North,Mobile,34568,689,83,6315.93,49517.95,0.0199,0.1205,6.8402
2024-01-09,101572,Affiliate,Remarketing,East,Mobile,16886,771,61,8294.6,28342.85,0.0457,0.0791,2.417
2024-04-08,101573,YouTube Ads,Brand,South,Desktop,52097,530,18,11927.26,5761.99,0.0102,0.034,-0.5169
2024-01-20,101574,Facebook Ads,Performance,North,Mobile,23362,659,58,24932.52,16784.61,0.0282,0.088,-0.3268
2024-08-28,101575,YouTube Ads,Brand,West,Mobile,33722,763,10,9874.54,3047.75,0.0226,0.0131,-0.6914
2024-03-01,101576,Facebook Ads,Performance,East,Desktop,36774,1063,84,39040.01,16546.19,0.0289,0.079,-0.5762
2024-06-26,101577,Affiliate,Brand,East,Mobile,15230,531,9,4282.81,4289.9,0.0349,0.0169,0.0017
2024-12-03,101578,Display,Brand,South,Mobile,46266,434,10,3686.63,3003.91,0.0094,0.023,-0.1852
2024-03-02,101579,Instagram Ads,Remarketing,East,Mobile,24509,834,77,12344.69,32845.65,0.034,0.0923,1.6607
2024-05-24,101580,Facebook Ads,Brand,North,Mobile,31303,997,27,16666.91,9327.4,0.0318,0.0271,-0.4404
2024-08-03,101581,Facebook Ads,Performance,West,Desktop,31847,868,47,30996.27,13450.38,0.0273,0.0541,-0.5661
2024-01-03,101582,Google Search,Remarketing,East,Mobile,19008,1042,59,65493.67,38525.47,0.0548,0.0566,-0.4118
2024-06-08,101583,Display,Remarketing,East,Desktop,33133,274,32,1042.0,14298.78,0.0083,0.1168,12.7224
2024-08-14,101584,Instagram Ads,Brand,West,Mobile,24318,728,28,20711.71,11125.12,0.0299,0.0385,-0.4629
2024-09-25,101585,Facebook Ads,Performance,East,Mobile,22827,316,24,8591.35,9451.24,0.0138,0.0759,0.1001
2024-04-29,101586,Instagram Ads,Performance,East,Mobile,20202,290,19,8481.99,4688.73,0.0144,0.0655,-0.4472
2024-03-29,101587,Display,Performance,South,Mobile,25351,422,17,4270.64,7736.49,0.0166,0.0403,0.8116
2024-11-24,101588,Google Search,Remarketing,North,Desktop,25449,1623,182,69211.44,59429.68,0.0638,0.1121,-0.1413
2024-03-08,101589,Display,Remarketing,East,Mobile,40024,589,65,5265.51,38547.89,0.0147,0.1104,6.3208
2024-12-22,101590,Display,Remarketing,North,Desktop,27679,523,58,2457.83,17563.56,0.0189,0.1109,6.146
2024-04-07,101591,Affiliate,Performance,South,Mobile,20417,578,53,5582.98,21639.44,0.0283,0.0917,2.876
2024-09-23,101592,Facebook Ads,Performance,North,Mobile,32810,721,57,7693.01,17820.4,0.022,0.0791,1.3164
2024-04-14,101593,Google Search,Performance,South,Mobile,31253,1584,134,70288.01,24498.31,0.0507,0.0846,-0.6515
2024-11-18,101594,Facebook Ads,Performance,North,Desktop,31094,744,38,9476.42,13416.86,0.0239,0.0511,0.4158
2024-05-02,101595,Facebook Ads,Brand,North,Mobile,31220,792,14,23616.3,7291.63,0.0254,0.0177,-0.6912
2024-01-29,101596,Google Search,Brand,East,Mobile,17779,1224,19,91497.16,4999.06,0.0688,0.0155,-0.9454
2024-05-16,101597,YouTube Ads,Brand,North,Mobile,26978,345,11,6835.66,6322.16,0.0128,0.0319,-0.0751
2024-07-13,101598,Instagram Ads,Brand,East,Mobile,27483,723,22,9833.29,5971.63,0.0263,0.0304,-0.3927
2024-08-13,101599,Display,Brand,East,Mobile,53100,667,13,6059.68,4019.14,0.0126,0.0195,-0.3367
2024-11-27,101600,Google Search,Performance,North,Mobile,34952,1344,53,84293.2,21685.72,0.0385,0.0394,-0.7427
2024-06-18,101601,YouTube Ads,Performance,East,Desktop,25060,587,52,12393.89,10702.81,0.0234,0.0886,-0.1364
2024-01-09,101602,Email,Performance,North,Mobile,10770,245,13,522.35,5660.66,0.0227,0.0531,9.8369
2024-02-09,101603,Email,Performance,West,Mobile,17309,853,36,2480.8,14412.28,0.0493,0.0422,4.8095
2024-01-25,101604,Display,Remarketing,East,Mobile,41306,331,21,1407.44,11995.04,0.008,0.0634,7.5226
2024-09-17,101605,Email,Performance,West,Mobile,15205,310,29,1210.69,5792.67,0.0204,0.0935,3.7846
2024-08-13,101606,Affiliate,Remarketing,West,Mobile,18946,493,31,5679.89,19133.91,0.026,0.0629,2.3687
2024-05-03,101607,Facebook Ads,Remarketing,East,Desktop,33916,775,66,8719.32,35038.41,0.0229,0.0852,3.0185
2024-02-07,101608,Instagram Ads,Brand,South,Desktop,20780,809,23,18036.14,11123.4,0.0389,0.0284,-0.3833
2024-11-23,101609,Google Search,Performance,South,Mobile,37705,1900,111,128218.39,17873.65,0.0504,0.0584,-0.8606
2024-09-07,101610,Google Search,Performance,West,Mobile,27210,2061,130,46714.93,47396.97,0.0757,0.0631,0.0146
2024-06-24,101611,Facebook Ads,Performance,West,Desktop,21555,760,65,16795.85,26124.28,0.0353,0.0855,0.5554
2024-03-30,101612,Google Search,Brand,North,Desktop,24472,969,38,47395.73,16477.61,0.0396,0.0392,-0.6523
2024-02-06,101613,Facebook Ads,Remarketing,West,Mobile,56027,822,79,32868.9,52146.58,0.0147,0.0961,0.5865
2024-11-11,101614,Google Search,Brand,East,Mobile,27798,1172,25,38819.87,15474.43,0.0422,0.0213,-0.6014
2024-06-24,101615,Google Search,Remarketing,South,Desktop,25666,1231,111,85122.89,40673.5,0.048,0.0902,-0.5222
2024-10-10,101616,Affiliate,Remarketing,South,Mobile,29005,1027,89,7382.94,27122.12,0.0354,0.0867,2.6736
2024-03-21,101617,Google Search,Performance,South,Mobile,26201,948,59,73792.46,26008.06,0.0362,0.0622,-0.6476
2024-04-23,101618,Email,Brand,East,Desktop,13492,628,12,1398.44,4851.62,0.0465,0.0191,2.4693
2024-02-09,101619,Google Search,Performance,North,Desktop,20450,1207,75,34681.74,12305.71,0.059,0.0621,-0.6452
2024-10-27,101620,Affiliate,Performance,East,Mobile,22951,875,84,9385.53,14449.96,0.0381,0.096,0.5396
2024-08-11,101621,Display,Performance,East,Mobile,33750,447,22,1422.61,4830.37,0.0132,0.0492,2.3954
2024-11-13,101622,YouTube Ads,Remarketing,South,Mobile,63300,1655,190,11878.58,43358.97,0.0261,0.1148,2.6502
2024-12-14,101623,YouTube Ads,Performance,East,Desktop,67201,1486,95,22175.56,28291.7,0.0221,0.0639,0.2758
2024-04-24,101624,Google Search,Performance,West,Desktop,36319,2768,224,211579.01,59943.64,0.0762,0.0809,-0.7167
2024-07-04,101625,Affiliate,Remarketing,East,Desktop,16420,649,63,7576.35,15633.37,0.0395,0.0971,1.0634
2024-11-18,101626,Display,Brand,South,Mobile,53019,611,9,6673.78,2407.03,0.0115,0.0147,-0.6393
2024-02-25,101627,Display,Performance,South,Mobile,37443,304,27,3491.41,11049.41,0.0081,0.0888,2.1647
2024-02-09,101628,YouTube Ads,Performance,East,Mobile,29213,240,18,1375.49,7290.01,0.0082,0.075,4.2999
2024-12-19,101629,Facebook Ads,Performance,West,Mobile,22642,287,19,5643.13,2722.99,0.0127,0.0662,-0.5175
2024-02-09,101630,Display,Remarketing,West,Mobile,32176,252,33,3771.07,10775.32,0.0078,0.131,1.8574
2024-12-12,101631,Facebook Ads,Remarketing,South,Mobile,34720,572,84,5840.24,54604.22,0.0165,0.1469,8.3497
2024-08-24,101632,Instagram Ads,Performance,West,Mobile,21740,793,46,16410.88,15783.56,0.0365,0.058,-0.0382
2024-10-15,101633,Google Search,Performance,West,Desktop,39273,1936,105,135997.83,43579.85,0.0493,0.0542,-0.6796
2024-09-18,101634,Affiliate,Performance,North,Mobile,27438,723,59,6742.81,15918.58,0.0264,0.0816,1.3608
2024-08-03,101635,Google Search,Performance,North,Desktop,23832,777,48,62002.84,15688.27,0.0326,0.0618,-0.747
2024-05-26,101636,Facebook Ads,Performance,West,Mobile,41479,1085,39,26672.83,13633.96,0.0262,0.0359,-0.4888
2024-12-01,101637,Instagram Ads,Brand,West,Desktop,37176,1198,24,39148.17,8150.63,0.0322,0.02,-0.7918
2024-06-16,101638,Email,Brand,North,Mobile,6877,439,15,1366.75,7699.43,0.0638,0.0342,4.6334
2024-04-01,101639,YouTube Ads,Remarketing,North,Mobile,19687,375,45,4857.32,23593.69,0.019,0.12,3.8573
2024-12-18,101640,Facebook Ads,Performance,North,Mobile,39068,399,36,12489.89,17693.08,0.0102,0.0902,0.4166
2024-02-28,101641,Google Search,Performance,South,Mobile,24035,799,32,61919.56,5126.59,0.0332,0.0401,-0.9172
2024-02-28,101642,Email,Remarketing,South,Mobile,11505,385,28,964.18,17132.14,0.0335,0.0727,16.7686
2024-10-30,101643,Affiliate,Performance,North,Desktop,26619,528,23,9490.34,10362.16,0.0198,0.0436,0.0919
2024-06-17,101644,Display,Performance,North,Mobile,48735,806,78,8797.75,16789.0,0.0165,0.0968,0.9083
2024-09-25,101645,Instagram Ads,Brand,North,Mobile,28498,443,6,8072.48,1871.36,0.0155,0.0135,-0.7682
2024-12-28,101646,Affiliate,Remarketing,South,Mobile,21456,442,48,2577.87,12202.88,0.0206,0.1086,3.7337
2024-02-14,101647,Facebook Ads,Brand,South,Mobile,24744,742,21,14351.84,6213.1,0.03,0.0283,-0.5671
2024-12-10,101648,Instagram Ads,Performance,West,Desktop,23648,470,34,14309.03,11867.44,0.0199,0.0723,-0.1706
2024-06-29,101649,Instagram Ads,Performance,East,Mobile,30331,1333,104,14088.58,21285.48,0.0439,0.078,0.5108
2024-06-18,101650,Instagram Ads,Remarketing,West,Mobile,22511,911,89,21361.83,56379.17,0.0405,0.0977,1.6392
2024-12-21,101651,Email,Brand,East,Desktop,17380,994,12,3029.08,6927.56,0.0572,0.0121,1.287
2024-07-09,101652,Instagram Ads,Performance,East,Mobile,22624,527,41,13630.52,6507.11,0.0233,0.0778,-0.5226
2024-06-03,101653,Facebook Ads,Performance,East,Desktop,37828,442,21,16871.16,7263.04,0.0117,0.0475,-0.5695
2024-07-06,101654,Facebook Ads,Performance,West,Mobile,17414,349,12,11360.95,1765.32,0.02,0.0344,-0.8446
2024-01-07,101655,Google Search,Remarketing,South,Mobile,29285,1430,95,72411.27,54446.04,0.0488,0.0664,-0.2481
2024-05-12,101656,Instagram Ads,Brand,South,Mobile,34091,552,10,16791.62,3432.66,0.0162,0.0181,-0.7956
2024-08-22,101657,Facebook Ads,Performance,South,Mobile,24464,333,20,10339.67,8979.01,0.0136,0.0601,-0.1316
2024-02-14,101658,Google Search,Remarketing,South,Desktop,28788,1825,248,134562.41,162829.99,0.0634,0.1359,0.2101
2024-11-09,101659,YouTube Ads,Remarketing,West,Mobile,45962,602,62,11731.15,27731.72,0.0131,0.103,1.3639
2024-09-05,101660,YouTube Ads,Performance,North,Mobile,48142,1103,69,22126.58,31910.03,0.0229,0.0626,0.4422
2024-01-31,101661,Email,Performance,East,Mobile,11365,538,23,718.77,10537.23,0.0473,0.0428,13.6601
2024-01-23,101662,Instagram Ads,Performance,South,Mobile,29886,1247,121,10104.65,23318.55,0.0417,0.097,1.3077
2024-06-08,101663,Display,Remarketing,South,Desktop,32071,543,76,7855.82,28939.31,0.0169,0.14,2.6838
2024-12-28,101664,Affiliate,Remarketing,West,Mobile,27252,553,72,4855.58,29161.7,0.0203,0.1302,5.0058
2024-06-06,101665,Display,Performance,East,Desktop,12743,180,9,896.61,2089.77,0.0141,0.05,1.3307
2024-02-08,101666,YouTube Ads,Remarketing,South,Desktop,32814,734,77,5999.98,43910.8,0.0224,0.1049,6.3185
2024-03-22,101667,Facebook Ads,Remarketing,North,Mobile,34392,1233,109,39624.59,44561.59,0.0359,0.0884,0.1246
2024-12-21,101668,Affiliate,Remarketing,South,Desktop,34507,1291,116,7353.51,46611.52,0.0374,0.0899,5.3387
2024-09-14,101669,Facebook Ads,Performance,East,Mobile,37857,538,18,16048.92,3099.65,0.0142,0.0335,-0.8069
2024-07-24,101670,Google Search,Remarketing,North,Mobile,24770,1063,68,57707.66,33114.25,0.0429,0.064,-0.4262
2024-03-17,101671,Instagram Ads,Remarketing,West,Mobile,22067,729,106,8731.34,31258.81,0.033,0.1454,2.5801
2024-01-12,101672,Google Search,Brand,North,Mobile,26865,2030,57,57097.46,33346.72,0.0756,0.0281,-0.416
2024-10-21,101673,Affiliate,Remarketing,East,Desktop,27512,1271,64,8884.17,38633.98,0.0462,0.0504,3.3486
2024-08-11,101674,Instagram Ads,Performance,East,Mobile,40466,965,83,14481.75,22742.55,0.0238,0.086,0.5704
2024-01-13,101675,Instagram Ads,Performance,North,Mobile,21803,859,31,21757.02,4237.97,0.0394,0.0361,-0.8052
2024-02-15,101676,YouTube Ads,Remarketing,South,Mobile,36212,697,84,6369.01,25165.09,0.0192,0.1205,2.9512
2024-06-03,101677,Instagram Ads,Performance,East,Mobile,37865,1034,75,26699.97,15372.83,0.0273,0.0725,-0.4242
2024-04-22,101678,Google Search,Remarketing,North,Mobile,23758,1129,63,88403.22,32080.5,0.0475,0.0558,-0.6371
2024-08-20,101679,YouTube Ads,Performance,East,Desktop,44905,1029,69,22886.95,30539.47,0.0229,0.0671,0.3344
2024-01-17,101680,Email,Performance,South,Mobile,11027,551,18,2309.96,3580.02,0.05,0.0327,0.5498
2024-12-25,101681,Facebook Ads,Brand,South,Desktop,32918,699,8,26893.38,4168.92,0.0212,0.0114,-0.845
2024-08-10,101682,Email,Performance,North,Desktop,16218,942,31,3249.79,10694.47,0.0581,0.0329,2.2908
2024-12-19,101683,Facebook Ads,Performance,West,Mobile,32575,696,33,23013.87,13188.68,0.0214,0.0474,-0.4269
2024-07-06,101684,Facebook Ads,Performance,West,Mobile,28224,777,66,25810.24,28953.65,0.0275,0.0849,0.1218
2024-12-09,101685,Google Search,Performance,South,Mobile,31915,1583,87,124221.81,38802.45,0.0496,0.055,-0.6876
2024-12-30,101686,Facebook Ads,Brand,West,Desktop,36638,494,14,14531.16,6618.53,0.0135,0.0283,-0.5445
2024-06-11,101687,Display,Remarketing,South,Mobile,25596,189,11,1186.29,6235.92,0.0074,0.0582,4.2567
2024-11-21,101688,Display,Brand,West,Mobile,50696,752,28,4021.76,13203.86,0.0148,0.0372,2.2831
2024-03-14,101689,Facebook Ads,Performance,South,Mobile,31359,1076,70,20660.09,29031.99,0.0343,0.0651,0.4052
2024-08-20,101690,Instagram Ads,Performance,East,Mobile,23340,640,20,18283.09,2924.71,0.0274,0.0312,-0.84
2024-08-11,101691,Email,Brand,North,Mobile,11979,434,11,1573.78,7131.62,0.0362,0.0253,3.5315
2024-11-14,101692,Facebook Ads,Remarketing,North,Mobile,26725,537,36,8902.18,18492.0,0.0201,0.067,1.0772
2024-02-29,101693,Google Search,Performance,West,Mobile,32530,1947,85,139385.53,25315.24,0.0599,0.0437,-0.8184
2024-11-30,101694,Affiliate,Performance,North,Mobile,19719,618,44,12186.97,14231.96,0.0313,0.0712,0.1678
2024-08-09,101695,YouTube Ads,Performance,West,Mobile,30900,247,11,4975.62,2322.62,0.008,0.0445,-0.5332
2024-02-06,101696,Affiliate,Performance,South,Mobile,15054,632,28,3748.75,9368.9,0.042,0.0443,1.4992
2024-10-04,101697,Facebook Ads,Performance,East,Desktop,18097,258,17,7437.19,7514.98,0.0143,0.0659,0.0105
2024-07-14,101698,Email,Remarketing,North,Mobile,20937,1125,82,5344.61,28275.19,0.0537,0.0729,4.2904
2024-12-17,101699,Facebook Ads,Performance,East,Mobile,36799,747,28,14483.52,13266.1,0.0203,0.0375,-0.0841
2024-08-29,101700,Facebook Ads,Performance,North,Mobile,23357,638,37,17585.15,8971.3,0.0273,0.058,-0.4898
2024-11-19,101701,Instagram Ads,Brand,South,Mobile,30709,1235,14,17448.81,7338.12,0.0402,0.0113,-0.5794
2024-08-06,101702,Facebook Ads,Remarketing,North,Mobile,20575,300,42,10926.18,22739.5,0.0146,0.14,1.0812
2024-07-10,101703,Google Search,Remarketing,North,Mobile,23536,1621,154,117034.33,88818.09,0.0689,0.095,-0.2411
2024-01-17,101704,Facebook Ads,Performance,South,Desktop,28864,321,9,6719.7,2858.22,0.0111,0.028,-0.5747
2024-01-12,101705,Google Search,Brand,West,Mobile,31959,2431,40,99626.44,13048.84,0.0761,0.0165,-0.869
2024-07-11,101706,Email,Brand,West,Mobile,11140,335,12,335.14,5458.69,0.0301,0.0358,15.2878
2024-01-22,101707,Instagram Ads,Performance,South,Desktop,30530,1166,75,19321.88,20887.48,0.0382,0.0643,0.081
2024-04-29,101708,Google Search,Brand,West,Mobile,25115,837,17,55982.92,9399.59,0.0333,0.0203,-0.8321
2024-07-28,101709,Google Search,Remarketing,North,Mobile,17679,819,66,17786.01,40785.18,0.0463,0.0806,1.2931
2024-11-01,101710,Google Search,Remarketing,East,Mobile,32696,2016,184,64844.02,78653.4,0.0617,0.0913,0.213
2024-09-26,101711,YouTube Ads,Remarketing,South,Desktop,39197,881,62,17272.33,18603.05,0.0225,0.0704,0.077
2024-07-10,101712,Google Search,Brand,North,Mobile,28099,1824,59,107396.16,22615.76,0.0649,0.0323,-0.7894
2024-06-23,101713,Email,Remarketing,South,Mobile,14857,557,56,2755.26,27619.28,0.0375,0.1005,9.0242
2024-10-11,101714,Google Search,Performance,East,Mobile,26404,1671,138,72583.41,67921.96,0.0633,0.0826,-0.0642
2024-07-22,101715,Facebook Ads,Brand,North,Desktop,33000,754,13,10554.8,6642.14,0.0228,0.0172,-0.3707
2024-06-12,101716,Display,Performance,North,Desktop,33778,455,13,4994.33,3107.96,0.0135,0.0286,-0.3777
2024-09-07,101717,Email,Performance,East,Mobile,13049,618,60,813.35,15075.83,0.0474,0.0971,17.5355
2024-08-14,101718,Google Search,Remarketing,East,Mobile,30916,1187,120,32055.26,63547.47,0.0384,0.1011,0.9824
2024-01-07,101719,Display,Brand,West,Mobile,42589,753,9,7390.72,2262.66,0.0177,0.012,-0.6939
2024-01-29,101720,Instagram Ads,Brand,North,Mobile,21672,880,11,18254.14,5451.53,0.0406,0.0125,-0.7014
2024-02-02,101721,Display,Performance,East,Desktop,28633,230,13,1417.55,2477.45,0.008,0.0565,0.7477
2024-05-13,101722,YouTube Ads,Remarketing,East,Mobile,41240,707,84,10293.47,38749.28,0.0171,0.1188,2.7645
2024-03-19,101723,YouTube Ads,Remarketing,North,Mobile,36463,664,59,14851.29,43550.27,0.0182,0.0889,1.9324
2024-02-27,101724,Affiliate,Brand,West,Mobile,18385,628,21,9969.46,11200.63,0.0342,0.0334,0.1235
2024-01-26,101725,Facebook Ads,Performance,South,Mobile,24041,256,13,6052.88,5566.49,0.0106,0.0508,-0.0804
2024-08-13,101726,YouTube Ads,Remarketing,West,Mobile,41722,1030,56,11563.62,35287.49,0.0247,0.0544,2.0516
2024-10-11,101727,Instagram Ads,Performance,East,Desktop,35466,1434,43,34013.05,20865.84,0.0404,0.03,-0.3865
2024-01-04,101728,Google Search,Remarketing,South,Mobile,16050,595,80,12002.32,48756.28,0.0371,0.1345,3.0622
2024-04-08,101729,Google Search,Remarketing,South,Mobile,22585,1690,250,108133.8,75746.34,0.0748,0.1479,-0.2995
2024-02-08,101730,Google Search,Brand,West,Mobile,21480,1558,21,106172.85,6652.84,0.0725,0.0135,-0.9373
2024-09-27,101731,YouTube Ads,Remarketing,South,Mobile,42769,852,47,6334.56,30751.47,0.0199,0.0552,3.8546
2024-10-11,101732,Instagram Ads,Brand,East,Mobile,38401,808,30,15247.63,8873.69,0.021,0.0371,-0.418
2024-06-05,101733,Instagram Ads,Remarketing,North,Mobile,29757,560,33,6673.5,13049.75,0.0188,0.0589,0.9555
2024-03-15,101734,Google Search,Performance,North,Mobile,22686,1235,56,95006.42,9319.41,0.0544,0.0453,-0.9019
2024-10-14,101735,Instagram Ads,Remarketing,North,Mobile,38095,1094,142,33150.04,101666.28,0.0287,0.1298,2.0669
2024-05-09,101736,Affiliate,Remarketing,West,Mobile,12498,472,70,2502.11,18326.7,0.0378,0.1483,6.3245
2024-06-23,101737,Facebook Ads,Brand,North,Mobile,35991,1225,30,47911.58,11711.95,0.034,0.0245,-0.7556
2024-03-24,101738,YouTube Ads,Brand,North,Desktop,33052,943,15,7389.82,4313.68,0.0285,0.0159,-0.4163
2024-01-22,101739,Email,Performance,North,Mobile,9947,594,53,793.6,7978.21,0.0597,0.0892,9.0532
2024-01-27,101740,Email,Remarketing,South,Desktop,12416,812,72,917.91,30128.54,0.0654,0.0887,31.823
2024-07-13,101741,Instagram Ads,Remarketing,South,Mobile,34312,977,75,28672.82,40415.36,0.0285,0.0768,0.4095
2024-12-02,101742,Display,Remarketing,South,Mobile,48667,271,26,3821.95,7453.59,0.0056,0.0959,0.9502
2024-08-23,101743,Facebook Ads,Performance,East,Desktop,43428,501,45,6447.22,19026.18,0.0115,0.0898,1.9511
2024-04-01,101744,Display,Performance,East,Mobile,37633,339,15,5017.11,6229.85,0.009,0.0442,0.2417
2024-01-21,101745,Facebook Ads,Brand,East,Mobile,40177,1141,25,22221.88,5545.22,0.0284,0.0219,-0.7505
2024-10-29,101746,Facebook Ads,Brand,North,Mobile,32775,657,15,19950.03,5584.04,0.02,0.0228,-0.7201
2024-12-22,101747,Google Search,Performance,South,Desktop,20194,773,68,61203.0,27528.87,0.0383,0.088,-0.5502
2024-03-24,101748,Email,Remarketing,East,Mobile,16372,1023,120,1057.76,74370.6,0.0625,0.1173,69.3095
2024-09-18,101749,Facebook Ads,Performance,West,Mobile,30558,1208,102,31895.51,38211.87,0.0395,0.0844,0.198
2024-05-26,101750,Facebook Ads,Remarketing,South,Mobile,33752,354,42,10506.58,21867.82,0.0105,0.1186,1.0813
2024-09-13,101751,Facebook Ads,Performance,North,Desktop,36242,459,32,9703.65,14663.6,0.0127,0.0697,0.5111
2024-02-27,101752,Affiliate,Performance,South,Mobile,22011,714,28,4747.81,9517.93,0.0324,0.0392,1.0047
2024-01-15,101753,Display,Performance,North,Mobile,34169,343,30,3585.53,11787.76,0.01,0.0875,2.2876
2024-06-10,101754,Instagram Ads,Performance,East,Mobile,24890,941,68,8722.16,21673.9,0.0378,0.0723,1.4849
2024-06-11,101755,YouTube Ads,Remarketing,North,Desktop,40334,903,108,21192.3,62410.05,0.0224,0.1196,1.9449
2024-11-15,101756,Instagram Ads,Performance,North,Mobile,21307,303,25,6204.16,10917.51,0.0142,0.0825,0.7597
2024-10-07,101757,Facebook Ads,Performance,West,Mobile,29680,781,40,29137.75,18561.84,0.0263,0.0512,-0.363
2024-10-06,101758,Affiliate,Remarketing,South,Desktop,36592,979,91,17179.72,26479.35,0.0268,0.093,0.5413
2024-01-12,101759,Google Search,Remarketing,North,Mobile,22018,1723,179,34836.45,130190.26,0.0783,0.1039,2.7372
2024-09-30,101760,Facebook Ads,Performance,West,Mobile,35081,851,45,20233.85,6811.19,0.0243,0.0529,-0.6634
2024-09-27,101761,Facebook Ads,Performance,West,Desktop,27045,1023,49,37476.65,22271.78,0.0378,0.0479,-0.4057
2024-07-26,101762,Instagram Ads,Brand,West,Desktop,23911,310,10,5595.26,2999.09,0.013,0.0323,-0.464
2024-01-27,101763,Instagram Ads,Brand,East,Mobile,12797,197,6,3295.2,3244.68,0.0154,0.0305,-0.0153
2024-03-12,101764,Instagram Ads,Brand,East,Mobile,32366,800,27,21208.64,5521.6,0.0247,0.0338,-0.7397
2024-02-29,101765,Google Search,Remarketing,North,Mobile,21644,1609,192,100245.55,65322.87,0.0743,0.1193,-0.3484
2024-05-24,101766,Instagram Ads,Brand,South,Desktop,13779,412,7,10450.51,1772.59,0.0299,0.017,-0.8304
2024-04-02,101767,Facebook Ads,Performance,East,Desktop,19467,675,35,14108.56,15746.42,0.0347,0.0519,0.1161
